fhdi_drug_id,drug_name,synonyms,drug_type,summary,formula
d00972,everolimus,afinitor afinitor tn certicanr certican certican tn everolimus janusaninn everolimus usan mtor kinase inhibitors nvprad001 rad 001 rad001 rad001c rad001 rad001 sdzrad certican zortress afinitor everolimus sdzrad zortress,small molecular drug,everolimus is a mammalian target of rapamycin mtor kinase inhibitor used to treat various types of malignancies,c53h83no14
d00973,ixabepilone,azaepothilone b bms247550 ixempra tn,small molecular drug,ixabepilone is a microtubule inhibitor administered in combination with capecitabine or alone in the treatment of metastatic or locally advanced breast cancer that has shown inadequate response to taxanes and anthracyclines,c27h42n2o5s
d00974,axitinib,ag 013736 ag013736 ag013736 ag13736 ag013736 axitinib nmethyl23e2pyridin2ylethenyl1hindazol6ylsulfanylbenzamide nmethyl231e2pyridin2ylethenyl1hindazol6ylsulfanylbenzamide axitinib vegfr inhibitor,small molecular drug,axitinib is an oral vegfr and kinase inhibitor used for the treatment of advanced renal cell carcinoma after failure of one prior systemic therapy,c22h18n4os
d00975,netupitant,r1124 nk1 antagonist emesis roche ro673189,small molecular drug,netupitant is an antiemetic agent used in combination with palonosetron to prevent acute and delayed vomiting and nausea caused by chemotherapy,c30h32f6n4o
d00976,rilpivirine,500287729 tmc278 edurant tmc 278 uniifi96a8x663 r278474 tmc278 444e2cyanoethenyl26dimethylphenylaminopyrimidin2ylaminobenzonitrile chebi68606 fi96a8x663 r 278474 444e2cyanovinyl26dimethylphenylaminopyrimidin2ylaminobenzonitrile e4442cyanovinyl26dimethylphenylaminopyrimidin2ylaminobenzonitrile e4442cyanovinyl26dimethylphenylaminopyrimidin2ylaminobenzonitrile w202888  rpv mu oconotoxin,small molecular drug,rilpivirine is a nonnucleoside reverse transcriptase inhibitor nnrti used in combination with other antiretrovirals to specifically treat human immunodeficiency virus type 1 hiv1,c22h18n6
d00977,sulodexide,not specified,not specified,sulodexide is a drug used to treat chronic venous ulcers in the legs,c12h17n5o4
d00978,delamanid,opc67683 nitrodihydroimidazooxazole derivatives tuberculosis otsuka 2nitroimidazole derivatives tuberculosis otsuka,small molecular drug,delamanid is an antibiotic used to treat multidrug resistant tuberculosis,c25h25f3n4o6
d00979,norgestimate,norgestimato norgestimatum dexnorgestrel acetime norgestrel oxime acetate d 138 orf 10131 rwj 10131 norgestimato innspanish norgestimatum innlatin orf10131 orthoprefest rwj10131 norgestimate uspinn norgestimate usaninnban d13betaethyl17alphaethynyl17betaacetoxygon4en3oneoxime d13betaethyl17alphaethynyl17betaacetoxygon4en3one oxime 3e8r9s10r13s14s17r13ethyl17ethynyl3hydroxyimino126789101112141516dodecahydrocyclopentaaphenanthren17yl acetate 13ethyl17hydroxy1819dinor17alphapregn4en20yn3one oxime acetate ester 17alpha17acetyloxy13ethyl1819dinorpregn4en20yn3one 3oxime 17alpha17acetyloxy13ethyl1819dinorpregn4en20yn3one 3oxime 3e17alphaethynyl3hydroxyimino18ahomoestr4en17betayl acetate,small molecular drug,norgestimate is a progesterone used as a contraceptive and to treat acne vulgaris,c23h31no3
d00980,nitrofurantoin,alfuran benkfuran berkfuran berkfurin ceduran chemiofuran cistofuran cyantin cystit dantafur furabid furachel furadantin furadantine furadantoin furadoine furadonin furadonine furadoninum furadontin furalan furaloid furantoin furatoin furedan furina furobactina furodantin furophen gerofuran ituran macpac macrobid macrodantin macrodantina macrofuran macrofurin nitrofurantion nierofu nifurantin nifuretten nitoin nitrex nitrofuradantin nitrofurantoina nitrofurantoine nitrofurantoinum novofuran orafuran parfuran phenurin piyeloseptyl siraliden trantoin uerineks urantoin urizept urodil urodin urofuran urofurin urolisa urolong welfurin zoofurin fua med furadantin retard furadantina mc furadantine mc furophen t nitrofurantoin macrocrystalline nitrofurantoina dcit fuamed furren furadantin tn furadantinemc macrobid tn macrodantin tn ntoin nd3320 nd7248 nitrofurantoin macrocrystalline nitro macro tn nitrofurc nitrofurantoine innfrench nitrofurantoinum innlatin roantoin urantoin tn uroselz urotablinen urotablineu usaf ea2 nitrofurantoin januspinn nitrofurantoin usaninnbanjan n5nitrofurfurylidene1aminohydantoin n5nitro2furfurylidene1aminohydantoin n5nitro2furfurylideno1aminohydantoina n5nitro2furfurylideno1aminohydantoina polish n5nitro2furfurylidene1aminohyda ntoin 15nitro2furanylmethyleneamino24imidazolidinedione 15nitrofurfurylideneaminohydantoin 15nitro2furfurylidenaminohydantoin 15nitro2furfurylideneaminohydantoin 15nitrofurfurylideneaminohydantoin 15nitrofurfurylideneaminohydantoin 1e5nitrofuran2ylmethylideneaminoimidazolidine24dione 15nitro2furanylmethyleneamino24imidazolidinedione 11e5nitro2furylmethyleneaminoimidazolidine24dione 11e5nitrofuran2ylmethylideneaminoimidazolidine24dione 5nitrofurantoin,small molecular drug,nitrofurantoin is an antibiotic used to treat urinary tract infections,c8h6n4o5
d00981,nifurtimox,nifurtimox lampit bayer 2502 23256306 bay 2502 nifurtimox innban nifurtimoxum innlatin ccris 2201 einecs 2455310 chebi7566 c10h13n3o5s 4thiomorpholinamine 3methyln5nitro2furanylmethylene 11dioxide 45nitrofurfurylideneamino3methylthiomorpholine11dioxide 3methyln5nitro2furanylmethylene4thiomorpholinamine 11dioxide 3methyl45nitrofurylideneaminotetrahydro4h14thiazine11dioxide,small molecular drug,nifurtimox is an antiparasitic drug used for the treatment of chagas disease trypanosoma cruzi infection,c10h13n3o5s
d00982,dantrolene,dantrium dantroleno dantrolenum dantrolene sodium dantrium intravenous dantrium tn dantrolen tn dantroleno innspanish dantrolenum innlatin f368 dantrolene usaninn dantrolene usanbaninn 154nitrophenyl2furanylmethyleneamino24imidazolidinedione 15pnitrophenylfurfurylideneaminohydantoin 11e54nitrophenylfuran2ylmethylideneaminoimidazolidine24dione 154nitrophenylfuran2ylmethylideneaminoimidazolidine24dione 1e54nitrophenylfuran2ylmethylideneaminoimidazolidine24dione,small molecular drug,dantrolene is a directacting skeletal muscle relaxant used for the treatment of management of the fulminant hypermetabolism of skeletal muscle leading to malignant hyperthermia crisis,c14h10n4o5
d00983,cefdinir,cfdn cefdinirum cefdinyl cefdirnir cefzon omnicef bmy 28488 fk 482 pd 134393 cefdinir usaninn cefdinirum innlatin cefzon tn fk482 fr80482 ks1038 omnicef tn pd134393 cefdinir jp15usaninn omnicef fk482 bmy28488 pd 134393 ci983 cefdinir 6r7r722amino4thiazolylglyoxylamido8oxo3vinyl5thia1azabicyclo420oct2ene2carboxylic acid 7sup 2zoxime 6r7r72z22amino13thiazol4yl2hydroxyiminoacetylamino3ethenyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 6r7r72z22amino13thiazol4yl2hydroxyiminoacetylamino3ethenyl8oxo5thia1azabicyclo420oct2ene2carboxylic acid 72 2aminothiazol4yl2hydroxyiminoacetamido3vinyl3cephem4carboxylic acid 7beta2z22amino13thiazol4yl2hydroxyiminoacetamido3ethenyl34didehydrocepham4carboxylic acid,small molecular drug,cefdinir is a third generation cephalosporin used to treat susceptible gram negative and gram positive bacterial infections,c14h13n5o5s2
d00984,cisapride,cisapride propulsid prepulsid syspride pridesia risamal acenalin alimix propulsin propulsid quicksolv enteropride kinestase 81098604 cisawal vomiprid colinorm cisapron vomipride unipride kaudalit alipride acpulsif rapulid cipride pulsid esorid dispep presid unamol guptro alimix forte cisapridum latin cisaprida spanish r51619 cisapridum innlatin r 51619 cisaprida innspanish 104860733 dcsubabjrxzomtuhfffaoysan t 1341 dsstoxcid2825  acenalin cisaprida cisapridum risamol prepulsid tn propulsid tn cisapride usaninn cisapride usanbaninnjan cis4amino5chloron13pfluorophenoxypropyl3methoxy4piperidyloanisamide cisapride 4amino5chloron134fluorophenoxypropyl3methoxypiperidin4yl2methoxybenzamide 4amino5chloron134fluorophenyloxypropyl3methyloxypiperidin4yl2methyloxybenzamide 4amino5chloron134fluorophenoxypropyl3methoxypiperidin4yl2methoxybenzamide e1454,small molecular drug,cisapride is a medication used to treat heartburn associated with gerd,c23h29clfn3o4
d00985,etonogestrel,etonogestrelum implanon implanon tn nuvaring tn etonogestrel usaninn 8s9s10r13s14s17r13ethyl17ethynyl17hydroxy11methylidene267891012141516decahydro1hcyclopentaaphenanthren3one 17alphaethynyl17betahydroxy11methylidene18ahomoestr4en3one 3ketodesogestrel 3oxodesogestrel,small molecular drug,etonogestrel is a longacting synthetic derived progestin contraceptive used in various devices such as contraceptive rings and intradermal implants,c22h28o2
d00986,levomilnacipran,fetzima uniiugm0326txx levomilnacipran hcl 96847540 ugm0326txx chembl99946 f2695 1s2r2aminomethylnndiethyl1phenylcyclopropanecarboxamide 1s2r2aminomethylnndiethyl1phenylcyclopropane1carboxamide levomilnacipran usaninn milnacipram ac1ocen8 f 2695 levomilnacipran usaninn zinc506 schembl1414867 gtpl7435 gjjfmkbjsrmpladzgcqcfksan chebi136040 bdbm50032379 sb17447 db08918 f2695 d10072,small molecular drug,levomilnacipran is a selective serotonin and norepinephrine reuptake inhibitor snri used to treat major depressive disorder mdd,c15h22n2o
d00987,treprostinil,treprostinilo treprostinilum uniprost viveta treprostinil sodium lrx 15 u 62840 remodulin tn treprostinil usaninn ut15 treprostinil usaninn u62840 1r2r3as9as2hydroxy13s3hydroxyoctyl233a499ahexahydro1hcylopentbnaphthalen5yloxyacetate 1r2r3as9as2hydroxy13s3hydroxyoctyl233a499ahexahydro1hcyclopentabnaphthalen5yloxyacetic acid 15 au81 21r2r3as9as2hydroxy13s3hydroxyoctyl233a499ahexahydro1hcyclopentagnaphthalen5yloxyacetic acid 21s2s3ar9ar2hydroxy13r3hydroxyoctyl233a499ahexahydro1hcyclopentagnaphthalen5yloxyacetic acid,small molecular drug,treprostinil is a prostacyclin vasodilator for the treatment of pulmonary arterial hypertension to relieve exercise associated symptoms and to prevent clinical deterioration after stopping epoprostenol,c23h34o5
d00988,strontium ranelate,bivalos osseor protaxos protelos protos fk481 s 129112 s12911,small molecular drug,strontium ranelate is a medication used for the management of severe osteoporosis in highrisk postmenopausal women and adult men,c12h6n2o8ssr2
d00989,flibanserin,flibanserin usan bimt 17 bimt17 13dihydro1243trifluoromethylphenyl1piperazinylethyl2hbenzimidazol2one 1243trifluoromethylphenylpiperazin1ylethylbenzimidazol1h2one 124alphaalphaalphatrifluoromtolyl1piperazinylethyl2benzimidazolinone 124alphaalphaalphatrifluoromtolyl1piperazinylethyl2benzimidazolinone 3244trifluoromethylphenylpiperazin1ylethyl1hbenzimidazol2one,small molecular drug,flibanserin is a 5ht receptor modulator used for the treatment of selected premenopausal women with acquired generalized hypoactive sexual desire disorder hsdd,c20h21f3n4o
d00990,temsirolimus,torisel,small molecular drug,temsirolimus is a antineoplastic agent used in the treatment of renal cell carcinoma rcc that works by inhibiting mtor,c56h87no16
d00991,vinflunine,javlor tn,small molecular drug,vinflunine is a vinca alkaloid used to treat advanced or metastatic transitional cell carcinoma of the urothelial tract after a platinum containing treatment has failed,c45h54f2n4o8
d00992,dutasteride,avodart avolve duagen dutasteride usan gg 745 gi 198745 avidart tn avodart tn avodart dutasteride avolve tn duagen tn duprost tn dutagen tn dutas tn gg745 gi198745 gi198745x dutasteride janusaninn n25bistrifluoromethylphenyl3oxo4aza5alphaandrost1ene17betacarboxamide alphaalphaalphaalphaalphaalphahexafluoro3oxo4aza5alphaandrost1ene17betacarboxy25xylidide 1s3as3bs5ar9ar11asn25bistrifluoromethylphenyl9a11adimethyl7oxo1233a3b455a69b1011dodecahydroindeno54fquinoline1carboxamide 1s3as3bs5ar9ar9bs11asn25bistrifluoromethylphenyl9a11adimethyl7oxo1233a3b455a69b1011dodecahydroindeno54fquinoline1carboxamide 5alpha17betan25 bistrifluoromethylphenyl3oxo4azaandrost1ene17carboxamidedutasteride 5alpha17betan25bistrifluoromethylphenyl3oxo4azaandrost1ene17carboxamide,small molecular drug,dutasteride is an antiandrogenic compound that is used for the treatment of symptomatic benign prostatic hyperplasia bph in adult males by inhibiting 5alpha reductase,c27h30f6n2o2
d00993,ganaxolone,ganaxolone usan ccd 1042 ccd1042 ganaxolone usaninn 3alpha5alpha3hydroxy3methylpregnan20one 13r5s10s13s17s3hydroxy31013trimethyl12456789111214151617tetradecahydrocyclopentaaphenanthren17ylethanone 13r5s8r9s10s13s14s17s3hydroxy31013trimethyl12456789111214151617tetradecahydrocyclopentaaphenanthren17ylethanone 3alphahydroxy3methyl5alphapregnan20one 3alphahydroxy3betamethyl5alphapregnan20one,small molecular drug,ganaxolone is a neuroactive steroid gabaa receptor modulator used for the treatment of seizures associated with cdkl5 deficiency disorder cdd,c22h36o2
d00994,vilazodone,vilazodone inn vilazodone tn 5445cyano1hindol3ylbutylpiperazin1yl1benzofuran2carboxamide 5445cyano1hindol3ylbutylpiperazin1ylbenzofuran2carboxamide,small molecular drug,vilazodone is an antidepressant agent used for the treatment of major depressive disorder that targets the 5ht transporter and 5ht1a receptors,c26h27n5o2
d00995,prasugrel,effient tn,small molecular drug,prasugrel is a p2y12 platelet inhibitor used to reduce risk of thrombotic cardiovascular events in unstable angina or nonstelevation myocardial infarction nstemi and in patients with stemi when managed with either primary or delayed pci,c20h20fno3s
d00996,isavuconazole,isavuconazole 241479674 isavuconazol bal 4815 bal4815 unii60uto373ke isavuconazole inn 60uto373ke isavuconazolebal4815 ro0094815 ro 0094815 chebi85979 isavuconazole inn ro0094815 421r2r225difluorophenyl2hydroxy1methyl31h124triazol1ylpropyl4thiazolylbenzonitrile 1286730059 422r3r325difluorophenyl3hydroxy4124triazol1ylbutan2yl13thiazol4ylbenzonitrile,small molecular drug,isavuconazole is an triazole antifungal with broad spectrum of activity and good safety profile it is approved by the fda and ema for the treatment of invasive aspergillosis and mucormycosis,c22h17f2n5os
d00997,voclosporin,luveniq isatx247 isa247 unii2pn063x6b1 isatx247 515814014 isa247 2pn063x6b1 isa 247 transisa247 lx211 voclosporin usaninn voclosporin usaninn voclera 3odi lx211 lx214 isa247 luveniq ac1ocfhs r1524 schembl12632344 chebi135957 eisa247 db11693 515814003 hy106638 cs0026210 d09033 cyclosporin a 62s3r4r3hydroxy4methyl2methylamino68nonadienoic acid 368455043  luveniq voclosporin usan r 1524 transisa 247 transisa247 trkaigg,small molecular drug,voclosporin is a calcineurin inhibitor for the treatment of lupus nephritis ln in patients diagnosed with systemic lupus erythematosus sle,c63h111n11o12
d00998,ambrisentan,letairis ambrisentan inn gilead brand of ambrisentan bsf 208075 bsf208075 lu 208075 lu208075 bsf208075 lu208075 benzenepropanoic acid alpha46dimethyl2pyrimidinyloxybetamethoxybetaphe 2s246dimethylpyrimidin2yloxy3methoxy33diphenylpropanoic acid 246dimethylpyrimidin2yloxy3methoxy33diphenylpropanoic acid 246dimethylpyrimidin2yloxy3methoxy33diphenylpropanoic acid 246dimethylpyrimidin2yloxy3methoxy33diphenylpropanoic acid,small molecular drug,ambrisentan is a selective type a endothelin receptor antagonist used to treat primary pulmonary arterial hypertension and pulmonary arterial hypertension based on diagnostic classifications,c22h22n2o4
d00999,vildagliptin,equa galvu galvus jalra xiliarx galvus tn vidagliptin see vildagliptin vildagliptin janusaninn 2s3hydroxyadamantan1ylaminoacetylpyrrolidine2carbonitrile 2s123hydroxy1adamantylaminoacetylpyrrolidine2carbonitrile 123hydroxy1adamantylaminoacetylpyrrolidine2carbonitrile 2pyrrolidinecarbonitrile 13hydroxytricyclo331137dec1ylaminoacetyl 2s9ci,small molecular drug,vildagliptin is a oncedaily dipeptidyl peptidase 4 dpp4 inhibitor used in the management of type 2 diabetes mellitus,c17h25n3o2
d01000,emodepside,uniiyz647y5gc9 155030630 bay444400 yz647y5gc9 chebi78739 3s6r9s12r15s18r21s24r391521tetraisobutyl4610161822hexamethyl1224bis4morpholinobenzyl171319tetraoxa4101622tetraazacyclotetracosan2581114172023octaone pf1022221 cyclorlactoylnmethyllleucylr3pmorpholinophenyllactoylnmethyllleucylrlactoylnmethyllleucylr3pmorpholinophenyllactoylnmethyllleucyl emodepside inn emodepsida emodepsidum cyclorlactoylnmethyllleucylr3pmorpholinophenyllactoylnmethyllleucylrlactoylnmethyllleucylr3pmorpholinophenyllactoylnmethyllleucyl schembl167580 chembl2104404 dtxsid50165799 db11403 ncgc0050768201 ac31930 pf 1022221 c18390 q1339032 3s6r9s12r15s18r21s24r391521tetraisobutyl4610161822hexamethyl1224bis4morpholin4ylbenzyl171319tetraoxa4101622tetraazacyclotetracosane2581114172023octone cyclo d2hydroxypropanoylnmethyllleucyl344morpholinylphenyld2hydroxypropanoylnmethyllleucyld2hydroxypropanoylnmethyllleucyl344morpholinylphenyld2hydroxypropanoylnmethyllleucyl cyclo dlactoylnmethyllleucyl344morpholinylphenyldlactoylnmethyllleucyldlactoylnmethyllleucyl344morpholinylphenyldlactoylnmethyllleucyl,small molecular drug,emodepside is an anthelmintic drug that is effective against a number of gastrointestinal nematodes is licensed for use in cats and belongs to the class of drugs known as the octadepsipeptides a relatively new class of anthelmintic,c60h90n6o14
d01001,ingenol mebutate,picato ingenol 3angelate 75567372 pep005 pep005 3angeloylingenol unii7686s50jah pep 005 3ingenyl angelate ingenol3angelate 7686s50jah picato tn euphorbia factor h1 euphorbia factor an1 ingenol mebutate usaninn dihydroxyhydroxymethyltetramethyloxo yl z2methylbut2enoate i3a ingenol3 angelate ingenol mebutate usan z2methylbut2enoate schembl2526605 gtpl7443 chembl1863513 hsdb 8308 vdjhfhxmukfketwdufcvpesan molport003941761 an262 pol103a,small molecular drug,ingenol mebutate is a topical agent used for the treatment of actinic keratosis,c25h34o6
d01002,panobinostat,faridak lbh 589 lbh589 lbh589 lbh589b nvplbh589 nvplbh589 panobinostat nvplbh589 lbh589 enhydroxy3422methyl1hindol3ylethylaminomethylphenylacrylamide enhydroxy3422methyl1hindol3ylethylaminomethylphenylprop2enamide,small molecular drug,panobinostat is a nonselective histone deacetylase inhibitor used to treat multiple myeloma in combination with other antineoplastic agents,c21h23n3o2
d01003,chlorhexidine,avagard chlorhexidin chlorhexidinum cloresidina clorhexidina fimeil hexadol hibiclens hibispray hibistatnolvasan novalsan peridex periogard rotersept savloclens soretol sterido sterilon superspray tubulicid chlorhexidin czech chlorhexidine base chlorhexidine gluconate cloresidina dcit decanoylacetaldehyde sodium sulfide dentisept veterinary savlon babycare sebidin a sodium houttuyfonamide avagard tn biopatch tn chloraprep tn chlorhexamed tn chlorhexidine innchlorhexidine innban chlorhexidinum innlatin chlorohex tn clohex tn clorexil tn clorhexidina innspanish corsodyl tn dentisept veterinary tn dexidin tn exidine tn hibiclens tn hibiscrub tn mk412a merfenincolore oroclense oronine tn perichlor tn peridex tn peridont tn periochip tn periogard oral rinse tn perioxidina tn savacol tn suthol tn dejavumw tn merfenincolore tn lisium dihydrochloride nolvasan diacetate soluiv tn nnbis4chlorophenyl312diimino241113tetraazatetradecanediimidamide nnhexane16diylbisn4chlorophenylimidodicarbonimidic diamide nnbis4chlorophenyl312diimino241113tetraazatetradecanediimidamide nnhexane16diylbisn4chlorophenylimidodicarbonimidic diamide 11 inverted exclamation markahexamethylenebis54chlorophenylbiguanide 11hexamethylene bis5pchlorophenylbiguanide 11hexamethylenebis5pchlorophenylbiguanide 11hexamethylenebis54chlorophenylbiguanide 16bis5pchlorophenylbiguandinohexane 16bispchlorophenyldiguanidohexane 16di4chlorophenyldiguanidohexane 16dinpchlorophenyldiguanidohexane,small molecular drug,chlorhexidine is an antiseptic used to sterilize for surgeries and in healthcare practice to reduce pocket depth in periodontitis and to treat gingivitis,c22h30cl2n10
d01004,esomeprazole,esomeprazolum nexiam inexium paranova axagon tn esomeprazole inn esomeprazole innban esopral tn inexium paranova tn lucen tn nexiam tn nexium tn sompraz tn zoleri tn someprazole someprazole 5methoxy2s4methoxy35dimethyl2pyridylmethylsulfinylbenzimidazole 5methoxy2s4methoxy35dimethylpyridin2ylmethylsulfinyl1hbenzimidazole 5methoxy24methoxy35dimethylpyridin2ylmethylsulfinyl1methyl1hbenzimidazole,small molecular drug,esomeprazole is a proton pump inhibitor used to treat gerd reduce the risk of nsaid associated gastric ulcers eradicate h pylori and to treat conditions causing gastric acid hypersecretion,c17h19n3o3s
d01005,azimilide,azimilide innban 154chlorophenylfuran2ylmethylideneamino344methylpiperazin1ylbutylimidazolidine24dione,small molecular drug,azimilide is an investigational class iii antiarrhythmic drug that blocks fast and slow components of the delayed rectifier cardiac potassium channels,c23h28cln5o3
d01006,gemifloxacin,factiv factive gemifloxacin inn gemifloxacin mesilate lb 20304 lb 20304a sb 265805 factiv tn factive tn gemifloxacin inn lb20304 sb265805 73aminomethyl4methoxyiminopyrrolidin1yl1cyclopropyl6fluoro4oxo14dihydro18naphthyridine3carboxylic acid 73aminomethyl4methoxyiminopyrrolidine1yl1cyclopropyl6fluoro4oxo14dihydro18naphthyridine3carboxylic acid 73aminomethyl4methoxyiminopyrrolidin1yl1cyclopropyl6fluoro4oxo14dihydro18naphthyridine3carboxylic acid,small molecular drug,gemifloxacin is a quinolone antibacterial agent used for the treatment of acute bacterial exacerbation of chronic bronchitis and mild to moderate communityacquired pneumonia caused by susceptible bacteria,c18h20fn5o4
d01007,ximelagatran,exanta exarta h 37695 ximelagatran usaninn 192939461 h 37695 h 37695 glycine n11cyclohexyl224aminohydroxyiminomethylphenylmethylaminocarbonyl1azetidinyl2oxoethyl ethyl ester ncgc0018359801 ethyl 1r1cyclohexyl22s24hydroxycarbamimidoylbenzylcarbamoylazetidin1yl2oxoethylaminoacetate glycine n1r1cyclohexyl22s24hydroxyaminoiminomethylphenylmethylaminocarbonyl1azetidinyl2oxoethyl ethyl ester h 376 95 exanta tn exarta tn ximelagatran h37695 ximelagatran janusaninn glycine n11cyclohexyl224aminohydroxyiminomethylphenylmethylaminocarbonyl1azetidinyl2oxoethylethyl ester glycine n1r1cyclohexyl22s4aminohydroxyiminomethylphenylmethylaminocarbonyl1azetidinyl2oxoethylethyl ester glycine n1r1cyclohexyl22s24hydroxyaminoiminomethylphenylmethylaminocarbonyl1azetidinyl2oxoethyl ester ester h37695,small molecular drug,ximelagatran is an anticoagulant intended to become a replacement for warfarin by overcoming the dietary restrictions drug interaction and monitoring issues associated with the former,c24h35n5o5
d01008,tenofovir alafenamide,tenofovir alafenamide vemlidy,small molecular drug,tenofovir alafenamide is a nucleoside analog reverse transcriptase inhibitor used for the treatment of chronic hepatitis b virus infection in adults with compensated liver disease,c21h29n6o5p
d01009,lansoprazole,dexlansoprazole rlansoprazole 138530946 kapidex dexilant rlansoprazole dexilant solutab tak 390 uniiuye4t5i70x tak390 rlansoprazole t 168390 uye4t5i70x ak170558 tak390mr t168390 2r3methyl4222trifluoroethoxy2pyridinylmethylsulfinyl1hbenzimidazole 2r3methyl4222trifluoroethoxy2pyridylmethylsulfinyl1hbenzimidazole r23methyl4222trifluoroethoxypyridin2ylmethylsulfinyl1hbenzodimidazole dexlansoprazole innusan  kapidex ks1075 lansoprazole,small molecular drug,lansoprazole is a proton pump inhibitor used to help gastrointestinal ulcers heal to treat symptoms of gastroesophageal reflux disease gerd to eradicate helicobacter pylori and to treat hypersecretory conditions such as zollingerellison syndrome,c16h14f3n3o2s
d01010,armodafinil,nuvigil 112111430 rmodafinil rmodafinil cep10953 uniiv63xwa605i crl 40982 cep 10953 v63xwa605i chembl1201192 chebi77590 2rdiphenylmethylsulfinylacetamide 2rdiphenylmethylsulfinylacetamide 2rdiphenylmethylsulfinylacetamide armodafinil usaninn armodafinilo armodafinilum lmodafinil nuvigil tn rmodafinil armodafinil usaninn schembl34489 zinc6156 ace037 armodafinil gt yfghcgitmmyxaqljqanchmsan,small molecular drug,armodafinil is a stimulant used to improve wakefulness in adult patients with excessive sleepiness associated with obstructive sleep apnea narcolepsy or shift work disorder,c15h15no2s
d01011,pridopidine,pridopidine 346688388 43methylsulfonylphenyl1propylpiperidine 43methylsulfonylphenyl1propylpiperidine acr16 uniihd4tw8s2vk acr16 acr 16 hd4tw8s2vk chembl596802 fr310826 pridopidine usaninn pridopidine usaninn 43methanesulfonylphenyl1propylpiperidine schembl166748 ctk4h2809 dtxsid90188225 asp 2314 zinc22063703 bdbm50308028 akos015891431 db11947 ncgc0038658601 hy10684 as50146 aj80925 fr 310826 db014417 ax8258340 cs0002733 ft0672149  huntexil pridopidine hydrochloride asp2314 dopamine modulator huntingtons disease carlsson research dopamine modulator huntingtons disease neurosearch dopamine modulator schizophrenia astellas dopamine modulator schizophrenia fujisawa dopamine modulator neurological disorders merck  co,small molecular drug,pridopidine has been used in trials studying the treatment of huntingtons disease,c15h23no2s
d01012,macimorelin,solorel aezs130 ard07 ard0705 ep01572 ep1572 jmv1843,small molecular drug,macimorelin is a medication used to treat adult growth hormone deficiency,c26h30n6o3
d01013,sacubitril,sacubitril sacubitrilo,small molecular drug,sacubitril is a neprilysin inhibitor used in combination with valsartan as an adjunct to reduce the risk of cardiovascular death and hospitalization for heart failure in patients with chronic heart failure nyha class iiiv and reduced ejection fraction,c24h29no5
d01014,estradiol acetate,femring,small molecular drug,estradiol acetate is an estrogen used to treat vasomotor symptoms and moderate to severe vulvar and vaginal atrophy from menopause,c20h26o3
d01015,vidofludimus,vidofludimus 717824301 4sc101 unii8y1pj3vg81 sc12267 vidofludimus4sc101 sc12267 chembl197194 8y1pj3vg81 22fluoro43methoxyphenylphenylcarbamoylcyclopentene1carboxylic acid 22fluoro43methoxyphenylphenylcarbamoylcyclopent1ene1carboxylic acid 22fluoranyl43methoxyphenylphenylcarbamoylcyclopentene1carboxylic acid vidofludimus inn sc 12267 schembl247888 gtpl9860 ks00000ttt bdbm16111 exa546 dtxsid50431325 molport039193851 bcp14555 aob87354 s7262 zinc14960644,small molecular drug,vidofludimus is under investigation in clinical trial nct03722576 vidofludimus calcium for primary sclerosing cholangitis,c20h18fno4
d01016,levamlodipine,levamlodipine hypertension samlodipine gentisate levamlodipine hypertension sk chemicals samlodipine hypertension sk chemicals,small molecular drug,levamlodipine is a calcium channel blocker used to treat hypertension,c20h25cln2o5
d01017,lenvatinib,e 7080 e7080 e7080 43chloro4cyclopropylcarbamoylaminophenoxy7methoxyquinoline6carboxamide,small molecular drug,lenvatinib is a receptor tyrosine kinase inhibitor used for the treatment of metastatic thyroid cancer advanced renal cell carcinoma in combination with everolimus and unresectable hepatocellular carcinoma,c21h19cln4o4
d01018,lobeglitazone,lobeglitazone sulfate ckd501 dual pparalphadelta type 2 diabetes chong kun dang,small molecular drug,lobeglitazone is an antidiabetic medication from the thiazolidinedione class of drugs it primarily functions as an insulin sensitizer by binding and activating peroxisome proliferatoractivated receptors ppar gamma within fat cells,c24h24n4o5s
d01019,midostaurin,pkc412 120685112 cgp 41251 4nbenzoylstaurosporine cgp41251 benzoylstaurosporine pkc412 rydapt pkc 412 uniiid912s5von nbenzoylstaurosporine id912s5von chembl608533 chebi63452 cgp 41 251 n5s6r7r9r6methoxy5methyl14oxo67891516hexahydro5h14h59epoxy4b9a15triazadibenzobhcyclonona1234jklcyclopentaeasindacen7ylnmethylbenzamide pkc412midostaurin midostaurin pkc412 midostaurin usaninn midostaurin usaninn cgp 41231 rydapt tn  cpg 41251,small molecular drug,midostaurin is an antineoplastic agent used to treat highrisk acute myeloid leukemia aml with specific mutations aggressive systemic mastocytosis asm systemic mastocytosis with associated hematologic neoplasm smahn or mast cell leukemia mcl,c35h30n4o4
d01020,icosapent ethyl,eepa eicosapentaenoic acid ethyl ester ethyl eicosapentaenoate ethyl icosapentate ethylepa icosapent ethyl timnodonic acid ethyl ester,small molecular drug,icosapent ethyl is an ethyl ester of eicosapentaenoic acid epa that reduces synthesis and enhances clearance of triglycerides that is used to treat patients with severe hypertriglyceridemia,c22h34o2
